userId  itemId  original  prediction
706 255 2.5 3.613
706 211 2.5 3.558
618 11 3.5 3.834
702 1065 2.5 1.5
702 1052 3.0 3.5
702 8 4.0 3.719
702 1043 0.5 2.0
702 1465 3.5 3.141
702 1467 2.0 3.141
702 1049 3.5 3.5
702 1256 3.5 2.5
702 1042 3.5 3.0
702 970 3.5 2.0
702 1499 3.0 3.141
702 1502 3.0 3.141
393 13 4.0 3.782
393 9 3.5 3.504
393 245 3.0 3.895
393 234 3.0 3.767
393 8 4.0 3.801
393 254 3.5 3.609
392 241 4.0 3.501
391 11 4.0 3.842
391 233 3.0 3.696
391 241 2.5 3.684
390 11 4.0 3.777
397 2 3.0 3.652
397 11 3.5 3.944
397 251 4.0 3.807
396 391 3.5 3.0
396 1226 3.0 2.549
396 1011 3.0 2.0
396 213 4.0 3.299
396 866 2.5 2.627
396 31 3.0 2.983
395 10 3.0 3.64
395 211 3.0 3.789
395 255 3.0 3.777
395 5 2.5 3.883
395 121 2.5 3.658
395 239 3.5 3.796
395 206 2.0 3.632
395 244 2.5 3.608
1484 1 3.0 3.25
83 11 4.0 3.817
83 220 2.5 3.363
83 251 3.0 3.739
83 2 3.0 3.713
83 216 3.0 3.634
83 255 2.5 3.826
1489 3 4.0 3.677
1489 5 4.0 4.0
81 489 1.0 4.0
81 252 3.0 3.5
81 548 1.0 2.725
81 550 1.5 3.228
81 13 2.5 3.732
81 207 2.5 3.212
86 216 4.0 3.557
86 2 4.0 3.674
86 236 4.0 3.596
86 206 4.0 3.728
86 235 1.5 3.357
86 3 4.0 3.671
87 219 3.0 3.502
84 8 4.0 3.867
85 215 4.0 3.603
797 17 3.5 3.697
797 11 4.0 3.824
797 1 1.5 3.48
797 239 1.0 3.802
928 5 3.0 3.868
928 4 4.0 3.853
928 236 3.5 3.801
928 219 3.0 3.89
795 6 3.0 3.752
795 212 3.0 3.723
795 9 2.5 3.549
795 206 3.0 3.791
794 207 4.0 3.713
794 215 3.5 3.38
793 205 3.5 3.66
791 2 3.5 3.701
790 10 1.5 3.726
790 247 3.5 3.661
790 2 2.0 3.655
7 216 4.0 3.806
1271 12 3.5 3.625
1271 219 2.0 3.764
1271 207 2.5 3.528
1271 233 3.0 3.723
1272 7 2.0 3.353
1272 1 3.0 3.213
1272 17 3.0 3.849
1246 214 0.5 3.424
1246 236 4.0 3.567
1246 251 1.0 3.608
1246 250 1.0 3.792
1246 219 1.5 3.654
586 206 4.0 3.684
586 239 2.0 3.852
587 8 3.0 3.476
587 235 3.5 3.177
587 1 2.5 3.666
587 339 3.0 2.892
587 172 3.5 3.5
587 211 4.0 3.608
587 1054 1.5 0.5
584 207 2.0 3.576
585 255 2.5 3.648
583 236 2.5 3.627
580 253 2.5 3.765
580 235 3.0 3.504
976 215 1.0 3.346
1133 11 3.5 3.871
1133 5 3.5 3.718
1133 540 3.0 2.68
1133 9 3.0 3.364
1132 12 4.0 3.613
1132 239 4.0 3.776
1131 1 3.0 3.346
1130 249 2.5 3.62
1130 244 2.5 3.714
1130 211 2.5 3.74
1130 8 4.0 3.638
1130 252 2.5 3.738
1130 256 3.0 3.703
1130 12 2.5 3.735
589 9 4.0 3.748
589 212 3.5 3.652
245 4 3.0 3.767
245 207 4.0 3.56
245 214 3.5 3.723
245 234 2.5 3.869
1261 210 3.0 3.608
1261 212 2.0 3.701
1261 211 4.0 3.795
1261 216 2.0 3.607
1261 213 4.0 3.884
1261 205 4.0 3.833
1261 17 3.5 3.815
241 253 3.0 3.779
240 205 4.0 3.653
240 84 3.5 3.598
243 255 3.0 3.807
243 663 2.5 2.664
243 930 1.0 2.664
243 779 3.5 2.664
243 932 0.5 2.664
1385 255 3.0 3.891
1385 236 0.5 3.606
1258 7 3.0 3.664
1258 245 2.0 3.841
1258 251 3.0 3.87
1258 235 2.0 3.343
1178 13 4.0 3.685
1178 3 3.0 3.71
249 220 3.0 3.253
249 212 1.5 3.724
249 5 3.5 3.876
249 121 3.0 3.659
249 235 1.0 3.384
249 217 2.5 3.722
248 11 3.5 3.796
248 217 2.0 3.656
248 220 1.5 3.442
248 1 2.5 3.475
1298 1979 3.5 3.0
1298 1980 2.5 3.0
1437 291 3.5 3.518
1437 278 3.5 3.22
1437 432 4.0 3.438
1213 17 2.5 3.58
1435 826 4.0 3.289
1435 391 4.0 3.289
1435 207 3.0 3.634
1435 840 4.0 3.289
1432 84 2.5 3.499
1432 219 2.5 3.657
1432 11 3.0 3.814
1432 13 3.0 3.695
1433 1485 4.0 3.7
1430 254 4.0 3.641
1430 10 3.0 3.696
1430 219 1.0 3.697
1430 1 0.5 3.67
1430 216 3.5 3.606
1430 213 2.5 3.862
1431 215 3.5 3.536
970 235 1.5 3.335
970 214 4.0 3.412
970 234 4.0 3.401
1438 249 2.0 3.59
1439 2 3.0 3.732
1439 253 2.5 3.613
1439 215 3.0 3.674
1439 17 2.5 3.777
1439 234 2.0 3.877
519 220 3.0 3.314
519 236 3.0 3.688
519 5 4.0 3.885
519 10 3.0 3.679
518 7 4.0 3.476
1382 7 1.0 3.606
1382 233 3.0 3.613
1382 2036 4.0 3.138
1009 13 2.5 3.734
1008 8 4.0 3.855
1008 250 4.0 3.68
1007 2 1.5 3.349
510 1160 2.5 3.326
510 1329 3.5 3.326
601 234 2.5 3.808
601 11 4.0 3.821
601 251 3.0 3.768
601 236 3.5 3.434
601 205 4.0 3.751
927 11 4.0 3.906
927 207 2.5 3.551
515 257 2.0 3.707
515 7 4.0 3.686
515 210 3.0 3.531
515 215 3.0 3.583
515 6 4.0 3.78
515 4 3.5 3.763
515 255 3.5 3.764
515 10 4.0 3.616
1002 279 3.5 2.231
1002 205 1.5 3.272
1002 236 0.5 2.985
517 247 2.5 3.67
517 211 1.0 3.795
517 205 3.5 3.753
517 234 3.0 3.835
517 253 2.0 3.559
516 17 4.0 3.706
458 215 0.5 nan
459 249 2.5 3.621
459 219 2.5 3.778
459 1 3.5 3.74
621 236 2.5 3.333
1223 1864 3.5 3.067
1223 218 4.0 3.067
1223 13 3.5 3.501
626 636 4.0 3.129
626 254 3.5 3.267
626 1377 2.0 3.129
626 5 4.0 3.589
626 1050 1.0 3.129
625 213 4.0 3.863
625 11 4.0 3.824
1129 121 3.5 3.579
1129 12 4.0 3.778
1129 213 3.0 3.567
450 215 3.5 3.472
451 2 4.0 3.705
451 248 2.0 3.709
451 252 3.0 3.476
451 246 4.0 3.723
451 215 4.0 3.717
451 205 0.5 3.724
452 1277 3.5 3.388
452 1279 3.0 3.388
452 1068 4.0 3.388
452 239 3.0 3.664
452 17 3.0 3.763
452 1283 4.0 3.388
452 3 3.0 3.708
452 1 4.0 3.651
453 234 1.0 3.251
453 10 1.0 3.438
453 213 1.0 3.388
454 5 3.5 3.94
454 254 3.5 3.748
454 235 3.0 3.297
454 12 3.0 3.656
454 217 3.5 3.688
455 5 3.5 3.937
455 1 3.0 3.627
455 6 4.0 3.813
456 517 3.5 3.357
457 257 2.5 3.473
457 10 3.5 3.739
457 235 2.5 3.163
457 256 2.0 3.597
457 8 3.0 3.717
457 254 3.5 3.432
1084 220 4.0 3.225
179 1 4.0 3.35
179 13 4.0 3.816
179 241 3.0 3.318
178 220 1.5 3.42
178 2 4.0 3.701
178 215 2.5 3.654
177 235 2.0 3.066
176 12 4.0 3.753
176 241 1.5 3.587
176 219 1.5 3.701
176 5 1.0 3.813
174 236 1.0 3.6
173 11 4.0 3.797
172 241 4.0 3.834
172 211 4.0 3.817
172 219 4.0 3.922
172 253 4.0 3.738
172 239 4.0 3.817
172 205 4.0 3.843
172 252 4.0 3.712
172 1 4.0 3.687
172 248 4.0 3.806
172 243 4.0 3.721
171 211 3.5 3.766
171 257 3.5 3.476
1082 4 3.5 3.816
1082 213 2.0 3.438
1082 206 3.5 3.611
1082 11 3.5 3.853
656 12 2.0 3.477
973 236 4.0 3.618
972 250 3.0 3.686
972 234 3.0 3.868
971 246 2.5 3.765
971 216 2.5 3.614
971 251 2.5 3.698
971 239 2.0 3.901
971 9 3.0 3.544
971 7 3.5 3.817
971 3 2.5 3.721
971 243 2.5 3.629
657 243 4.0 3.594
657 216 3.5 3.501
657 219 3.0 3.867
657 210 3.0 3.58
979 235 2.5 3.649
182 216 1.0 3.317
182 12 4.0 3.421
182 245 3.5 3.582
183 214 4.0 3.695
183 248 4.0 3.739
183 236 3.0 3.625
183 207 3.0 3.533
1500 254 3.5 3.499
1500 219 2.5 3.682
181 212 1.5 3.531
181 216 2.0 3.586
652 3 3.5 3.651
187 220 3.0 3.206
187 4 2.5 3.827
187 239 3.0 3.724
187 245 2.5 3.662
184 4 4.0 3.687
185 236 3.0 3.701
185 207 4.0 3.593
188 694 0.5 1.621
188 73 2.5 2.732
188 460 4.0 3.5
188 91 2.5 3.39
188 397 3.5 3.195
188 816 4.0 1.0
188 820 1.0 2.0
188 218 3.5 3.218
188 13 4.0 3.567
188 607 4.0 3.0
188 245 4.0 3.834
188 294 3.0 3.488
188 658 4.0 3.488
188 836 1.5 2.966
188 455 3.0 2.966
188 207 2.5 3.215
188 838 2.5 2.5
189 244 4.0 3.553
189 210 4.0 3.504
1122 214 2.0 3.668
1122 247 3.5 3.671
1122 11 3.5 3.832
1122 210 3.5 3.635
1122 248 3.0 3.661
1122 5 4.0 3.908
1122 246 4.0 3.679
658 84 3.0 3.777
658 6 3.0 3.807
658 207 4.0 3.557
658 214 3.0 3.735
658 10 4.0 3.825
658 247 3.0 3.779
658 220 3.5 3.317
658 215 3.0 3.614
653 251 3.5 3.696
653 219 4.0 3.8
653 13 2.0 3.751
653 216 3.5 3.725
653 217 3.5 3.751
1110 7 4.0 3.683
1123 5 3.5 3.846
1123 207 4.0 3.593
650 9 2.5 3.519
651 255 1.5 3.834
651 205 4.0 3.576
1125 11 2.0 3.869
1148 236 2.0 3.436
1148 13 2.5 3.831
1148 207 0.5 3.641
1148 210 2.5 3.613
1148 10 2.5 3.64
1148 257 2.5 3.312
1148 243 0.5 3.589
1148 205 3.5 3.643
1148 6 1.0 3.792
1148 17 3.0 3.641
1286 6 2.5 3.779
1286 121 3.0 3.737
1286 211 3.5 3.662
1286 206 4.0 3.834
1286 254 3.0 3.776
1286 243 2.0 3.67
1089 255 1.0 3.856
1089 214 2.5 3.558
1089 257 3.0 3.361
1089 220 2.5 3.494
1089 2 3.5 3.625
1089 243 2.5 3.65
1089 236 3.0 3.613
1089 205 1.0 3.659
1263 211 1.0 3.817
1263 212 2.5 3.653
1263 216 2.5 3.502
1263 250 1.5 3.683
1263 254 1.0 3.712
1263 206 3.0 3.804
764 31 2.0 2.529
764 735 3.0 3.0
764 12 4.0 3.467
764 594 3.0 3.0
764 286 4.0 3.494
764 781 2.5 3.104
764 1393 3.5 3.228
764 1174 3.0 3.228
764 1370 3.0 3.228
764 294 3.5 3.508
1088 251 4.0 3.612
1088 215 1.0 3.386
1088 234 2.5 3.554
1501 9 0.5 3.572
1501 211 2.0 3.685
1501 11 3.5 3.739
1501 4 1.5 3.726
1508 253 3.5 3.498
1508 206 4.0 3.692
869 5 3.5 3.862
869 3 4.0 3.583
868 11 4.0 3.917
13 11 4.0 3.714
14 205 0.5 3.25
14 234 4.0 3.534
16 235 3.5 3.346
16 219 3.0 3.53
861 8 4.0 3.579
860 17 3.0 3.74
863 253 4.0 3.555
863 234 2.0 3.538
863 239 1.5 3.727
863 245 2.5 3.586
862 236 4.0 3.627
862 219 3.0 3.497
865 234 3.5 3.783
865 8 2.5 3.769
865 211 4.0 3.687
865 4 3.5 3.826
864 5 4.0 3.876
864 8 4.0 3.766
864 84 4.0 3.728
864 207 4.0 3.582
864 219 2.0 3.656
864 206 1.0 3.791
864 2 4.0 3.627
867 219 2.5 3.792
867 211 4.0 3.78
867 6 1.0 3.834
867 585 3.5 2.531
867 4 4.0 3.869
867 9 3.0 3.626
867 247 2.0 3.642
866 399 4.0 2.722
938 1248 2.5 1.5
938 1240 2.0 2.0
938 1235 1.0 1.0
938 1243 2.5 2.875
659 2 3.0 3.675
659 219 3.0 3.524
1226 246 2.0 3.689
1226 206 3.0 3.842
1226 4 3.0 3.82
1226 254 2.5 3.739
1226 2 3.5 3.666
1226 252 2.5 3.662
1226 10 4.0 3.782
1226 9 2.0 3.55
1502 3 2.5 3.707
1502 256 2.5 3.65
1502 205 2.5 3.842
1502 213 3.0 3.891
1502 6 2.5 3.791
1502 2 3.0 3.703
1502 253 3.0 3.684
1502 236 3.5 3.636
1502 251 3.0 3.779
1502 207 1.5 3.586
881 10 2.0 3.335
881 11 3.5 3.666
886 207 3.0 3.632
1289 217 3.0 3.712
1289 297 4.0 2.973
1289 212 2.5 3.775
1289 278 3.5 2.973
1289 213 3.0 3.863
1289 51 3.5 2.973
1289 249 2.0 3.64
1289 64 3.5 2.973
1289 255 2.5 3.92
62 7 3.0 3.333
1340 245 2.5 3.636
1362 215 4.0 3.647
756 207 2.0 3.394
1081 1 3.0 3.833
1081 5 3.5 3.942
1081 205 3.0 3.751
1081 206 2.5 3.641
322 10 1.0 3.666
322 236 2.0 3.429
323 522 4.0 2.735
323 365 4.0 3.157
323 391 4.0 3.294
323 218 4.0 3.46
323 899 3.0 2.971
323 3 3.5 3.371
323 17 2.5 3.127
323 163 2.5 2.5
323 1194 4.0 3.267
320 2 3.5 3.497
320 631 4.0 3.291
321 9 3.5 3.528
326 217 3.0 3.71
326 213 4.0 3.874
326 215 3.5 3.418
327 236 3.5 3.566
324 220 3.5 3.243
324 13 4.0 3.696
324 7 4.0 3.647
325 12 3.0 3.659
325 206 4.0 3.668
325 217 3.0 3.738
325 235 4.0 3.268
1476 10 4.0 3.885
1476 239 4.0 3.87
1476 247 4.0 3.808
1476 205 1.5 3.843
1476 220 3.5 3.529
1476 250 4.0 3.844
1476 2 2.5 3.701
1476 7 4.0 3.843
1476 219 4.0 3.918
328 12 2.0 3.675
328 206 3.0 3.713
328 5 2.0 3.969
328 13 4.0 3.831
1363 235 2.5 3.293
1363 212 2.5 3.751
759 10 2.5 3.615
775 565 4.0 2.885
200 193 3.5 3.5
200 143 3.5 3.5
777 236 3.0 3.534
777 210 2.5 3.452
777 13 3.0 3.777
202 6 2.5 3.765
202 235 2.0 3.503
202 249 2.5 3.766
202 17 2.5 3.765
205 235 4.0 3.631
205 205 4.0 3.917
205 6 3.0 3.868
205 215 4.0 3.69
204 220 4.0 3.338
204 256 4.0 3.724
204 6 4.0 3.781
204 10 4.0 3.799
204 219 4.0 3.755
204 252 4.0 3.792
204 235 4.0 3.246
204 214 4.0 3.695
204 217 4.0 3.782
204 17 4.0 3.754
204 215 4.0 3.598
207 205 3.0 3.639
206 251 3.0 3.723
206 235 3.5 3.36
206 211 4.0 3.738
206 10 3.5 3.75
206 206 3.5 3.749
209 9 2.5 3.542
209 249 3.0 3.614
209 239 2.5 3.802
209 214 3.5 3.642
209 7 1.5 3.688
209 220 2.5 3.292
208 205 2.0 3.752
208 255 3.0 3.843
208 909 4.0 3.143
208 910 4.0 3.143
208 911 2.0 3.143
208 252 3.5 3.503
208 913 2.0 3.143
208 8 4.0 3.788
778 215 3.5 3.958
889 1 2.5 3.577
77 11 2.5 3.382
75 257 3.0 3.3
75 2 3.0 3.75
73 4 3.5 3.901
73 235 3.5 3.396
73 255 3.0 3.896
73 9 2.5 3.545
73 241 4.0 3.64
73 216 4.0 3.668
73 219 3.5 3.807
72 214 3.5 3.685
72 243 3.0 3.709
72 256 4.0 3.797
70 234 3.0 3.466
70 17 4.0 3.87
655 11 2.5 3.869
79 407 0.5 0.5
79 412 3.0 2.434
79 415 4.0 4.0
79 243 0.5 3.051
79 437 1.0 2.434
79 447 3.0 3.0
79 449 2.0 2.434
79 458 3.5 2.434
79 459 0.5 2.434
79 471 2.5 2.434
79 483 1.5 4.0
79 352 3.0 3.03
79 520 2.5 4.0
78 359 1.5 3.0
78 361 2.5 2.5
78 366 3.5 1.5
78 372 2.5 3.507
78 375 2.0 2.69
1042 511 3.0 3.42
1042 204 3.0 4.0
1041 389 2.5 2.878
1041 268 4.0 2.449
1041 218 4.0 3.706
1047 210 3.0 3.55
1046 233 3.5 3.679
1046 17 4.0 3.779
1045 255 1.0 3.868
1049 3 3.5 3.443
1341 10 1.0 3.071
805 10 2.0 3.682
1142 13 4.0 3.83
1142 216 3.5 3.66
1143 3 4.0 3.624
1140 254 3.0 3.712
1140 220 2.5 3.3
1140 121 2.5 3.701
1141 215 3.5 3.406
1141 10 4.0 3.737
1141 1 3.5 3.815
1146 245 2.0 3.633
1146 1 3.5 3.778
1146 205 2.5 3.751
1146 210 1.5 3.474
1147 958 2.5 3.396
1147 698 2.0 2.25
1147 284 3.0 2.676
1147 484 3.0 4.0
1147 968 3.5 3.5
1147 26 3.0 2.998
1147 432 4.0 3.25
1147 617 2.5 2.0
669 255 3.0 3.819
669 13 3.5 3.832
669 248 3.0 3.701
669 6 2.0 3.724
669 17 3.0 3.832
669 9 3.0 3.521
668 8 3.5 3.9
668 17 4.0 3.643
668 5 4.0 3.908
668 215 3.5 3.604
667 236 0.5 3.282
667 12 0.5 3.263
667 17 0.5 3.5
666 217 3.0 3.696
666 255 1.5 3.817
666 213 3.0 3.863
666 4 1.0 3.917
665 207 3.0 3.454
664 2 4.0 3.619
663 8 4.0 3.688
663 3 3.0 3.649
662 255 3.5 3.669
662 13 3.0 3.556
662 219 3.5 3.439
662 239 2.5 3.647
662 4 4.0 3.95
662 1407 2.5 3.382
662 641 3.0 3.382
661 7 3.5 3.632
661 257 2.0 3.529
661 3 3.5 3.667
661 254 1.5 3.685
661 211 2.0 3.711
660 210 3.5 3.677
660 236 3.0 3.643
660 213 3.5 3.889
660 7 2.5 3.842
660 251 3.5 3.808
660 257 3.5 3.445
660 121 3.0 3.711
660 220 3.0 3.338
660 250 3.0 3.671
660 244 3.0 3.818
660 5 2.5 3.969
769 17 3.0 3.384
769 1522 1.5 2.707
769 557 0.5 2.707
769 1528 2.0 2.707
769 750 2.5 3.242
769 207 2.5 3.405
769 1505 3.0 2.707
769 365 3.0 3.171
769 797 4.0 2.707
769 445 2.5 2.738
692 212 1.5 3.751
693 8 4.0 3.934
693 215 3.5 3.611
691 13 4.0 3.637
691 219 4.0 3.741
696 219 2.5 3.5
696 638 4.0 4.0
695 13 3.5 3.8
695 11 3.5 3.834
695 3 3.0 3.738
695 1444 4.0 3.526
695 211 3.5 3.792
695 1 3.0 3.716
695 2 3.0 3.728
1293 4 3.5 3.877
1409 13 3.5 3.663
542 7 3.0 3.505
542 8 4.0 3.714
542 10 3.0 3.38
540 207 2.0 3.558
541 219 3.5 3.882
541 17 4.0 3.499
541 234 3.0 3.644
541 1347 4.0 3.188
546 675 4.0 3.772
546 489 1.0 2.5
546 425 3.0 3.772
546 900 4.0 3.5
547 213 3.5 3.883
547 256 2.0 3.708
547 257 1.0 3.44
547 233 2.0 3.686
544 256 3.5 3.595
544 10 3.5 3.794
1465 5 3.5 3.941
1465 2 3.5 3.712
1018 1793 4.0 3.038
1018 219 3.5 3.468
1018 800 4.0 3.038
548 245 2.0 3.712
548 212 4.0 3.737
548 1 2.0 3.726
549 207 3.0 3.45
549 234 2.5 3.869
1461 244 3.5 3.775
1461 239 2.0 3.843
1461 17 1.5 3.86
1461 247 2.5 3.751
1461 8 3.0 3.833
1461 217 1.5 3.835
1461 205 2.5 3.779
1461 248 3.5 3.723
1461 253 3.0 3.722
1461 6 4.0 3.834
1460 244 2.0 3.777
1460 205 3.5 3.862
1460 252 3.5 3.778
1463 7 4.0 3.333
1463 341 1.0 4.0
1462 1 3.0 3.584
1462 215 2.5 3.47
995 1 2.0 3.583
995 253 4.0 3.606
995 216 2.5 3.66
995 234 3.0 3.836
995 3 3.5 3.639
995 257 3.0 3.534
995 236 3.5 3.609
995 8 3.5 3.768
995 11 2.5 3.801
994 4 3.5 3.885
1314 13 3.5 3.559
991 256 3.0 3.679
991 1097 4.0 3.229
991 249 3.0 3.591
1312 3 3.0 3.467
993 213 4.0 3.685
1310 12 3.5 3.688
1310 219 3.0 3.737
999 205 2.0 3.685
999 241 2.5 3.697
999 220 2.0 3.425
998 64 1.5 4.0
998 1249 0.5 2.853
998 1774 4.0 2.853
998 1777 4.0 2.853
998 468 1.0 3.758
998 1781 4.0 2.853
1319 1 3.5 3.75
1309 1 4.0 3.077
120 6 4.0 3.766
120 251 4.0 3.74
121 211 4.0 3.805
121 10 3.5 3.726
121 246 3.0 3.749
121 213 4.0 3.913
122 13 3.0 3.778
124 246 1.0 3.621
124 236 2.5 3.363
124 12 4.0 3.68
124 255 1.5 3.871
125 236 4.0 3.435
126 7 2.0 3.473
127 254 2.5 3.582
127 13 3.0 3.663
127 1 1.5 3.216
128 2 3.0 3.719
128 214 2.0 3.735
128 233 3.0 3.64
128 253 3.0 3.711
128 250 1.5 3.762
129 244 4.0 3.697
129 215 4.0 3.641
129 3 4.0 3.719
129 207 3.0 3.502
1407 1525 2.0 3.0
414 2 4.0 3.798
416 10 2.5 3.055
416 239 4.0 3.441
1388 10 2.5 3.792
1388 253 0.5 3.659
1388 206 0.5 3.657
1388 6 2.5 3.641
411 236 4.0 3.586
411 249 3.5 3.566
411 239 4.0 3.793
411 219 3.0 3.851
411 245 4.0 3.882
411 5 3.0 3.969
412 234 3.5 3.736
412 12 2.0 3.676
412 215 3.0 3.446
412 213 2.0 3.942
412 220 3.0 3.589
412 239 3.0 3.843
413 779 1.5 3.238
413 233 4.0 3.53
413 242 3.5 3.0
413 876 4.0 3.238
920 207 2.5 3.607
920 2 3.0 3.703
921 219 4.0 3.729
921 1229 3.0 2.58
921 13 3.5 3.745
921 234 1.0 3.907
921 216 2.5 3.643
921 1222 2.0 2.58
921 878 1.0 2.58
921 256 3.5 3.681
1386 73 2.5 2.727
1386 20 2.0 3.0
1386 819 3.0 4.0
1386 584 0.5 3.0
1386 205 4.0 3.806
1386 11 0.5 3.897
1386 10 3.5 3.555
1386 7 2.5 3.464
1386 1864 4.0 2.727
1386 1861 0.5 2.727
1387 3 2.5 3.468
1387 1788 3.5 3.375
418 256 3.5 3.62
925 2 0.5 3.564
776 10 2.0 3.854
776 211 4.0 3.788
776 239 3.0 3.778
776 12 3.5 3.694
499 7 4.0 3.912
319 246 1.5 3.654
318 3 0.5 3.679
313 5 2.5 3.837
313 216 4.0 3.791
312 205 2.0 3.776
312 719 0.5 3.5
312 9 1.5 3.392
312 5 3.0 3.751
312 1059 2.0 2.208
311 17 3.0 3.779
310 1123 0.5 4.0
317 801 3.5 3.0
317 798 3.0 3.0
317 835 3.5 3.0
316 213 0.5 3.647
316 1131 4.0 2.5
316 1139 4.0 3.5
316 215 4.0 3.353
316 1149 3.5 2.5
316 1157 3.5 3.0
316 246 1.0 3.601
1395 215 4.0 nan
314 6 2.5 3.812
1126 11 4.0 3.818
1126 4 3.5 3.844
1126 234 3.5 3.815
496 705 4.0 4.0
1338 10 2.0 3.784
1338 217 2.5 3.679
1338 256 3.0 3.735
1347 12 2.5 3.502
1347 217 2.0 3.648
830 117 3.5 3.349
830 57 3.0 0.5
830 34 3.0 3.0
830 484 4.0 4.0
830 340 3.5 2.74
830 754 3.5 2.532
830 198 3.0 4.0
830 811 4.0 3.349
830 678 3.5 2.474
830 348 4.0 4.0
830 35 4.0 4.0
830 193 3.5 4.0
830 55 3.5 2.5
831 977 4.0 3.196
831 1570 3.0 3.196
831 1572 4.0 3.196
836 1584 4.0 3.24
836 234 3.0 3.824
836 1585 3.5 3.24
836 8 3.0 3.768
836 248 3.0 3.765
836 13 1.5 3.822
836 244 3.5 3.764
836 206 2.5 3.843
836 47 3.0 3.24
836 214 3.5 3.726
837 591 3.0 2.806
837 91 3.5 2.806
837 8 2.5 3.814
837 236 3.0 3.562
834 7 3.0 3.501
838 234 3.0 3.783
838 216 3.5 3.609
838 944 4.0 2.286
838 220 1.5 3.386
838 2 3.0 3.702
838 1 1.0 3.48
839 17 4.0 3.831
839 221 3.5 1.5
839 219 3.0 3.37
1398 274 3.5 3.261
1398 709 4.0 3.24
1398 583 3.0 2.946
1398 589 4.0 3.055
3 20 2.5 2.946
3 30 4.0 4.0
3 36 2.0 0.5
3 48 4.0 3.0
3 58 4.0 3.0
3 67 4.0 1.0
3 71 4.0 3.5
3 72 2.5 3.0
3 82 3.5 4.0
3 83 2.5 2.549
3 93 1.0 2.965
3 98 2.5 3.5
3 107 4.0 4.0
3 117 4.0 2.798
3 118 4.0 4.0
3 125 2.5 2.798
3 130 2.5 3.0
3 136 4.0 4.0
3 143 1.5 4.0
3 159 1.5 2.818
3 181 4.0 4.0
3 201 3.0 3.0
1255 10 3.0 3.503
1255 419 3.5 2.981
1255 11 3.5 3.834
1255 473 3.5 2.981
1255 245 4.0 3.708
368 205 1.0 3.737
366 5 3.5 3.722
367 251 3.0 3.78
367 17 2.0 3.833
367 214 3.0 3.696
367 216 3.0 3.61
365 121 2.5 3.816
365 239 3.5 3.792
362 251 4.0 3.751
362 255 3.5 3.9
362 243 2.0 3.59
363 205 3.0 3.664
363 10 3.0 3.593
360 13 2.0 3.778
360 257 2.5 3.151
1336 2027 2.0 3.024
1336 332 4.0 4.0
1238 244 3.5 3.826
1238 12 3.5 3.678
1238 234 3.0 3.877
1238 257 3.0 3.53
1238 220 4.0 3.502
1238 250 3.5 3.816
1238 243 4.0 3.679
1397 1262 4.0 4.0
380 206 3.5 3.786
380 235 2.5 3.617
380 1 3.5 3.559
381 220 3.0 3.357
381 245 3.0 3.875
381 243 3.0 3.627
381 121 3.5 3.763
381 213 3.0 3.913
382 13 1.5 3.716
383 7 4.0 3.556
384 243 0.5 3.562
384 210 2.5 3.553
384 247 3.5 3.615
385 205 1.0 3.554
386 5 3.5 3.876
386 245 4.0 3.898
386 17 3.5 3.776
386 234 3.5 3.908
386 212 4.0 3.791
388 213 1.0 3.679
388 233 4.0 3.572
389 212 2.0 3.65
389 244 2.0 3.675
389 7 4.0 3.682
389 206 3.0 3.666
389 247 2.0 3.59
389 10 2.0 3.685
389 234 3.5 3.688
1332 4 3.5 3.851
1332 205 3.5 3.752
784 246 3.0 3.781
784 84 3.0 3.826
785 213 1.5 3.321
785 9 2.0 3.434
785 215 4.0 3.567
786 7 3.0 3.763
786 11 4.0 3.63
786 248 3.5 3.465
780 219 2.0 3.803
780 244 2.5 3.753
780 220 4.0 3.396
780 121 3.5 3.765
780 2 4.0 3.742
780 214 3.0 3.696
780 253 3.0 3.738
780 247 1.5 3.699
781 256 3.5 3.71
781 4 4.0 3.819
781 11 4.0 3.79
781 12 3.0 3.65
782 253 4.0 3.64
782 212 4.0 3.64
782 217 3.0 3.583
1396 211 4.0 3.724
1396 242 4.0 2.776
788 253 3.5 3.726
788 8 3.0 3.822
788 247 3.0 3.712
788 250 2.5 3.634
788 257 2.5 3.445
788 241 3.5 3.658
789 236 4.0 3.751
789 5 3.5 3.643
1253 11 4.0 3.667
579 207 3.0 3.582
579 253 4.0 3.69
578 1360 2.0 4.0
578 1363 3.0 4.0
578 638 3.5 2.851
578 313 3.5 3.515
578 1365 3.0 3.0
578 1368 3.0 3.5
1165 1010 4.0 2.8
573 211 2.5 3.675
900 217 2.0 3.679
900 245 2.0 3.778
900 212 2.0 3.696
900 241 2.0 3.614
571 251 3.0 3.792
571 8 4.0 3.814
571 243 3.5 3.65
570 216 4.0 3.687
577 236 3.5 3.844
576 121 4.0 3.688
576 256 4.0 3.768
576 247 4.0 3.671
575 206 2.5 3.633
575 13 2.0 3.722
574 213 2.0 3.352
574 9 3.5 3.501
61 211 2.0 3.668
258 241 2.5 3.66
259 251 2.5 3.712
64 1 3.0 3.583
64 10 3.5 3.74
64 6 2.5 3.739
64 84 3.0 3.801
64 17 2.5 3.779
64 8 3.5 3.858
66 1 3.0 3.552
66 235 2.0 3.54
67 235 2.5 3.444
